___November_2021_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
 169  73  157.00   55.00        3.6457
 170  73  159.00   55.00        3.0250
 171  73  161.00   55.00        3.0250
 172  73  163.00   55.00        1.6217
 173  73  165.00   55.00        1.6217
 174  73  167.00   55.00        1.4147
 175  73  169.00   55.00        1.3457
 176  73  171.00   55.00        1.2332
 177  73  173.00   55.00        1.1207
 178  73  175.00   55.00        1.0691
 179  73  177.00   55.00        0.9144
 180  73  179.00   55.00        0.9144
   1  74 -179.00   57.00        0.3839
   2  74 -177.00   57.00        0.3839
   3  74 -175.00   57.00        0.0050
   4  74 -173.00   57.00       -0.1213
   5  74 -171.00   57.00       -0.4947
   6  74 -169.00   57.00       -0.8681
   7  74 -167.00   57.00       -0.7223
   8  74 -165.00   57.00       -0.2850
   9  74 -163.00   57.00       -0.2850
  10  74 -161.00   57.00       -0.2521
  11  74 -159.00   57.00       -0.2521
  12  74 -157.00   57.00       -3.2722
  13  74 -155.00   57.00       -4.2789
  14  74 -153.00   57.00       -3.4376
  15  74 -151.00   57.00       -2.5962
  16  74 -149.00   57.00       -2.0695
  17  74 -147.00   57.00       -0.4894
  18  74 -145.00   57.00       -0.4894
  19  74 -143.00   57.00       -0.4764
  20  74 -141.00   57.00       -0.4764
  21  74 -139.00   57.00       -0.1640
  22  74 -137.00   57.00       -0.0599
  23  74 -135.00   57.00        0.3543
  24  74 -133.00   57.00        0.7685
  25  74 -131.00   57.00        1.0302
  26  74 -129.00   57.00        1.8152
  27  74 -127.00   57.00        1.8152
  28  74 -125.00   57.00        1.6551
  29  74 -123.00   57.00        1.6551
  30  74 -121.00   57.00        2.0581
  31  74 -119.00   57.00        2.1925
  32  74 -117.00   57.00        2.5048
  33  74 -115.00   57.00        2.8171
  34  74 -113.00   57.00        2.7757
  35  74 -111.00   57.00        2.6514
  36  74 -109.00   57.00        2.6514
  37  74 -107.00   57.00        3.4643
  38  74 -105.00   57.00        3.4643
  39  74 -103.00   57.00        2.9325
  40  74 -101.00   57.00        2.7552
  41  74  -99.00   57.00        3.0776
  42  74  -97.00   57.00        3.3999
  43  74  -95.00   57.00        3.4096
  44  74  -93.00   57.00        3.4387
  45  74  -91.00   57.00        3.4387
  46  74  -89.00   57.00     9999.0000
  47  74  -87.00   57.00     9999.0000
  48  74  -85.00   57.00     9999.0000
  49  74  -83.00   57.00     9999.0000
  50  74  -81.00   57.00        1.0591
  51  74  -79.00   57.00        1.0591
  52  74  -77.00   57.00        1.0589
  53  74  -75.00   57.00        1.0583
  54  74  -73.00   57.00        1.0583
  55  74  -71.00   57.00        2.7353
  56  74  -69.00   57.00        2.7353
  57  74  -67.00   57.00        2.8287
  58  74  -65.00   57.00        2.8599
  59  74  -63.00   57.00        2.4827
  60  74  -61.00   57.00        2.1055
  61  74  -59.00   57.00        1.8573
  62  74  -57.00   57.00        1.1127
  63  74  -55.00   57.00        1.1127
  64  74  -53.00   57.00        1.1115
  65  74  -51.00   57.00        1.1115
  66  74  -49.00   57.00        0.9315
  67  74  -47.00   57.00        0.8715
  68  74  -45.00   57.00        0.7441
  69  74  -43.00   57.00        0.6167
  70  74  -41.00   57.00        0.6024
  71  74  -39.00   57.00        0.5595
  72  74  -37.00   57.00        0.5595
  73  74  -35.00   57.00        0.5399
  74  74  -33.00   57.00        0.5399
  75  74  -31.00   57.00        0.4822
  76  74  -29.00   57.00        0.4630
  77  74  -27.00   57.00        0.4943
  78  74  -25.00   57.00        0.5255
  79  74  -23.00   57.00        0.5234
  80  74  -21.00   57.00        0.5170
  81  74  -19.00   57.00        0.5170
  82  74  -17.00   57.00        0.4941
  83  74  -15.00   57.00        0.4941
  84  74  -13.00   57.00        0.5047
  85  74  -11.00   57.00        0.5082
  86  74   -9.00   57.00        1.1577
  87  74   -7.00   57.00        1.8073
  88  74   -5.00   57.00        1.8250
  89  74   -3.00   57.00        1.8781
  90  74   -1.00   57.00        1.8781
  91  74    1.00   57.00        1.1894
  92  74    3.00   57.00        1.1894
  93  74    5.00   57.00        1.6151
  94  74    7.00   57.00        1.7570
  95  74    9.00   57.00        1.9831
  96  74   11.00   57.00        2.2092
  97  74   13.00   57.00        1.9135
  98  74   15.00   57.00        1.0262
  99  74   17.00   57.00        1.0262
 100  74   19.00   57.00        1.8962
 101  74   21.00   57.00        1.8962
 102  74   23.00   57.00        2.0957
 103  74   25.00   57.00        2.1622
 104  74   27.00   57.00        2.3255
 105  74   29.00   57.00        2.4887
 106  74   31.00   57.00        2.5688
 107  74   33.00   57.00        2.8089
 108  74   35.00   57.00        2.8089
 109  74   37.00   57.00        3.5839
 110  74   39.00   57.00        3.5839
 111  74   41.00   57.00        3.7204
 112  74   43.00   57.00        3.7659
 113  74   45.00   57.00        3.7372
 114  74   47.00   57.00        3.7086
 115  74   49.00   57.00        3.5445
 116  74   51.00   57.00        3.0524
 117  74   53.00   57.00        3.0524
 118  74   55.00   57.00        2.7072
 119  74   57.00   57.00        2.7072
 120  74   59.00   57.00        2.6632
 121  74   61.00   57.00        2.6485
 122  74   63.00   57.00        2.3824
 123  74   65.00   57.00        2.1164
 124  74   67.00   57.00        2.0248
 125  74   69.00   57.00        1.7502
 126  74   71.00   57.00        1.7502
 127  74   73.00   57.00        2.0012
 128  74   75.00   57.00        2.0012
 129  74   77.00   57.00        2.3771
 130  74   79.00   57.00        2.5024
 131  74   81.00   57.00        2.6719
 132  74   83.00   57.00        2.8415
 133  74   85.00   57.00        2.9949
 134  74   87.00   57.00        3.4553
 135  74   89.00   57.00        3.4553
 136  74   91.00   57.00        4.6283
 137  74   93.00   57.00        4.6283
 138  74   95.00   57.00        5.0650
 139  74   97.00   57.00        5.2105
 140  74   99.00   57.00        5.3458
 141  74  101.00   57.00        5.4811
 142  74  103.00   57.00        5.4420
 143  74  105.00   57.00        5.3245
 144  74  107.00   57.00        5.3245
 145  74  109.00   57.00        4.7507
 146  74  111.00   57.00        4.7507
 147  74  113.00   57.00        4.1346
 148  74  115.00   57.00        3.9293
 149  74  117.00   57.00        3.8616
 150  74  119.00   57.00        3.7939
 151  74  121.00   57.00        3.9892
 152  74  123.00   57.00        4.5750
 153  74  125.00   57.00        4.5750
 154  74  127.00   57.00        4.7495
 155  74  129.00   57.00        4.7495
 156  74  131.00   57.00        2.7089
 157  74  133.00   57.00        2.0287
 158  74  135.00   57.00        3.7412
 159  74  137.00   57.00        5.4536
 160  74  139.00   57.00        5.3564
 161  74  141.00   57.00        5.0648
 162  74  143.00   57.00        5.0648
 163  74  145.00   57.00        3.4799
 164  74  147.00   57.00        3.4799
 165  74  149.00   57.00        2.7329
 166  74  151.00   57.00        2.4839
 167  74  153.00   57.00        2.4856
 168  74  155.00   57.00        2.4873
 169  74  157.00   57.00        2.6694
 170  74  159.00   57.00        3.2158
 171  74  161.00   57.00        3.2158
 172  74  163.00   57.00        1.9397
 173  74  165.00   57.00        1.9397
 174  74  167.00   57.00        1.8042
 175  74  169.00   57.00        1.7590
 176  74  171.00   57.00        1.6067
 177  74  173.00   57.00        1.4543
 178  74  175.00   57.00        1.3448
 179  74  177.00   57.00        1.0163
 180  74  179.00   57.00        1.0163
   1  75 -179.00   59.00        0.2151
   2  75 -177.00   59.00        0.2151
   3  75 -175.00   59.00       -0.1003
   4  75 -173.00   59.00       -0.2054
   5  75 -171.00   59.00       -0.2592
   6  75 -169.00   59.00       -0.3401
   7  75 -167.00   59.00       -1.3485
   8  75 -165.00   59.00       -3.3597
   9  75 -163.00   59.00       -3.3597
  10  75 -161.00   59.00       -3.2171
  11  75 -159.00   59.00       -3.2171
  12  75 -157.00   59.00       -7.9443
  13  75 -155.00   59.00       -9.5200
  14  75 -153.00   59.00       -7.3736
  15  75 -151.00   59.00       -5.2271
  16  75 -149.00   59.00       -4.3443
  17  75 -147.00   59.00       -1.6959
  18  75 -145.00   59.00       -1.6959
  19  75 -143.00   59.00       -1.4398
  20  75 -141.00   59.00       -1.4398
  21  75 -139.00   59.00       -0.7521
  22  75 -137.00   59.00       -0.5229
  23  75 -135.00   59.00       -0.2553
  24  75 -133.00   59.00        0.0124
  25  75 -131.00   59.00        0.0489
  26  75 -129.00   59.00        0.1586
  27  75 -127.00   59.00        0.1586
  28  75 -125.00   59.00       -0.1454
  29  75 -123.00   59.00       -0.1454
  30  75 -121.00   59.00        1.5674
  31  75 -119.00   59.00        2.1383
  32  75 -117.00   59.00        2.4231
  33  75 -115.00   59.00        2.7079
  34  75 -113.00   59.00        2.8412
  35  75 -111.00   59.00        3.2411
  36  75 -109.00   59.00        3.2411
  37  75 -107.00   59.00        3.9927
  38  75 -105.00   59.00        3.9927
  39  75 -103.00   59.00        3.4657
  40  75 -101.00   59.00        3.2015
  41  75  -99.00   59.00        3.4447
  42  75  -97.00   59.00        3.6063
  43  75  -95.00   59.00        3.6098
  44  75  -93.00   59.00        3.6204
  45  75  -91.00   59.00        3.6204
  46  75  -89.00   59.00     9999.0000
  47  75  -87.00   59.00     9999.0000
  48  75  -85.00   59.00     9999.0000
  49  75  -83.00   59.00     9999.0000
  50  75  -81.00   59.00        1.0589
  51  75  -79.00   59.00        1.0589
  52  75  -77.00   59.00        1.0588
  53  75  -75.00   59.00        1.0583
  54  75  -73.00   59.00        1.0583
  55  75  -71.00   59.00        2.5183
  56  75  -69.00   59.00        2.5183
  57  75  -67.00   59.00        2.1446
  58  75  -65.00   59.00        2.0618
  59  75  -63.00   59.00        1.5409
  60  75  -61.00   59.00        1.0200
  61  75  -59.00   59.00        1.0544
  62  75  -57.00   59.00        1.1577
  63  75  -55.00   59.00        1.1577
  64  75  -53.00   59.00        1.0671
  65  75  -51.00   59.00        1.0671
  66  75  -49.00   59.00        1.1504
  67  75  -47.00   59.00        1.1781
  68  75  -45.00   59.00        1.0798
  69  75  -43.00   59.00        0.9814
  70  75  -41.00   59.00        0.8869
  71  75  -39.00   59.00        0.4607
  72  75  -37.00   59.00        0.4607
  73  75  -35.00   59.00        0.4720
  74  75  -33.00   59.00        0.4720
  75  75  -31.00   59.00        0.3485
  76  75  -29.00   59.00        0.3212
  77  75  -27.00   59.00        0.3297
  78  75  -25.00   59.00        0.3383
  79  75  -23.00   59.00        0.3508
  80  75  -21.00   59.00        0.3885
  81  75  -19.00   59.00        0.3885
  82  75  -17.00   59.00        0.4261
  83  75  -15.00   59.00        0.4261
  84  75  -13.00   59.00        0.4335
  85  75  -11.00   59.00        0.4360
  86  75   -9.00   59.00        0.8884
  87  75   -7.00   59.00        1.3408
  88  75   -5.00   59.00        1.4160
  89  75   -3.00   59.00        1.6418
  90  75   -1.00   59.00        1.6418
  91  75    1.00   59.00        1.0514
  92  75    3.00   59.00        1.0514
  93  75    5.00   59.00        1.9121
  94  75    7.00   59.00        2.1990
  95  75    9.00   59.00        2.1757
  96  75   11.00   59.00        2.1524
  97  75   13.00   59.00        1.9488
  98  75   15.00   59.00        1.3380
  99  75   17.00   59.00        1.3380
 100  75   19.00   59.00        1.5101
 101  75   21.00   59.00        1.5101
 102  75   23.00   59.00        1.8890
 103  75   25.00   59.00        2.0153
 104  75   27.00   59.00        2.2136
 105  75   29.00   59.00        2.4120
 106  75   31.00   59.00        2.4276
 107  75   33.00   59.00        2.4745
 108  75   35.00   59.00        2.4745
 109  75   37.00   59.00        3.5201
 110  75   39.00   59.00        3.5201
 111  75   41.00   59.00        3.8219
 112  75   43.00   59.00        3.9225
 113  75   45.00   59.00        3.9033
 114  75   47.00   59.00        3.8841
 115  75   49.00   59.00        3.7063
 116  75   51.00   59.00        3.1728
 117  75   53.00   59.00        3.1728
 118  75   55.00   59.00        2.7475
 119  75   57.00   59.00        2.7475
 120  75   59.00   59.00        2.8338
 121  75   61.00   59.00        2.8625
 122  75   63.00   59.00        2.7195
 123  75   65.00   59.00        2.5765
 124  75   67.00   59.00        2.5435
 125  75   69.00   59.00        2.4443
 126  75   71.00   59.00        2.4443
 127  75   73.00   59.00        2.3458
 128  75   75.00   59.00        2.3458
 129  75   77.00   59.00        2.7579
 130  75   79.00   59.00        2.8952
 131  75   81.00   59.00        3.1184
 132  75   83.00   59.00        3.3416
 133  75   85.00   59.00        3.5789
 134  75   87.00   59.00        4.2905
 135  75   89.00   59.00        4.2905
 136  75   91.00   59.00        4.5863
 137  75   93.00   59.00        4.5863
 138  75   95.00   59.00        4.2812
 139  75   97.00   59.00        4.1795
 140  75   99.00   59.00        5.1392
 141  75  101.00   59.00        6.0989
 142  75  103.00   59.00        5.9950
 143  75  105.00   59.00        5.6834
 144  75  107.00   59.00        5.6834
 145  75  109.00   59.00        5.7074
 146  75  111.00   59.00        5.7074
 147  75  113.00   59.00        5.4597
 148  75  115.00   59.00        5.3771
 149  75  117.00   59.00        4.9906
 150  75  119.00   59.00        4.6041
 151  75  121.00   59.00        4.8249
 152  75  123.00   59.00        5.4875
 153  75  125.00   59.00        5.4875
 154  75  127.00   59.00        6.2163
 155  75  129.00   59.00        6.2163
 156  75  131.00   59.00        6.3068
 157  75  133.00   59.00        6.3370
 158  75  135.00   59.00        6.4079
 159  75  137.00   59.00        6.4788
 160  75  139.00   59.00        6.1701
 161  75  141.00   59.00        5.2439
 162  75  143.00   59.00        5.2439
 163  75  145.00   59.00        5.5777
 164  75  147.00   59.00        5.5777
 165  75  149.00   59.00        4.4700
 166  75  151.00   59.00        4.1007
 167  75  153.00   59.00        3.3554
 168  75  155.00   59.00        2.6101
 169  75  157.00   59.00        2.7605
 170  75  159.00   59.00        3.2118
 171  75  161.00   59.00        3.2118
 172  75  163.00   59.00        2.5399
 173  75  165.00   59.00        2.5399
 174  75  167.00   59.00        2.3088
 175  75  169.00   59.00        2.2318
 176  75  171.00   59.00        1.9238
 177  75  173.00   59.00        1.6159
 178  75  175.00   59.00        1.4486
 179  75  177.00   59.00        0.9469
 180  75  179.00   59.00        0.9469
   1  76 -179.00   61.00        0.1297
   2  76 -177.00   61.00        0.1297
   3  76 -175.00   61.00       -0.0887
   4  76 -173.00   61.00       -0.1769
   5  76 -171.00   61.00       -1.1541
   6  76 -169.00   61.00       -5.7872
   7  76 -167.00   61.00       -7.8782
   8  76 -165.00   61.00       -8.9709
   9  76 -163.00   61.00       -8.9709
  10  76 -161.00   61.00       -8.7210
  11  76 -159.00   61.00       -8.7210
  12  76 -157.00   61.00       -8.7338
  13  76 -155.00   61.00       -8.7381
  14  76 -153.00   61.00       -6.6634
  15  76 -151.00   61.00       -4.5888
  16  76 -149.00   61.00       -4.4647
  17  76 -147.00   61.00       -4.0927
  18  76 -145.00   61.00       -4.0927
  19  76 -143.00   61.00       -3.3593
  20  76 -141.00   61.00       -3.3593
  21  76 -139.00   61.00       -2.2997
  22  76 -137.00   61.00       -1.9465
  23  76 -135.00   61.00       -1.4702
  24  76 -133.00   61.00       -0.8934
  25  76 -131.00   61.00       -0.6363
  26  76 -129.00   61.00        0.1348
  27  76 -127.00   61.00        0.1348
  28  76 -125.00   61.00       -0.0044
  29  76 -123.00   61.00       -0.0044
  30  76 -121.00   61.00        1.5949
  31  76 -119.00   61.00        2.1280
  32  76 -117.00   61.00        2.4749
  33  76 -115.00   61.00        2.8219
  34  76 -113.00   61.00        2.9511
  35  76 -111.00   61.00        3.4205
  36  76 -109.00   61.00        3.4205
  37  76 -107.00   61.00        3.3955
  38  76 -105.00   61.00        3.3955
  39  76 -103.00   61.00        3.3955
  40  76 -101.00   61.00     9999.0000
  41  76  -99.00   61.00        4.2286
  42  76  -97.00   61.00        4.2286
  43  76  -95.00   61.00        4.2121
  44  76  -93.00   61.00        4.1627
  45  76  -91.00   61.00        4.1627
  46  76  -89.00   61.00     9999.0000
  47  76  -87.00   61.00     9999.0000
  48  76  -85.00   61.00        4.8290
  49  76  -83.00   61.00        4.8290
  50  76  -81.00   61.00        2.2085
  51  76  -79.00   61.00        1.7521
  52  76  -77.00   61.00        1.9325
  53  76  -75.00   61.00        5.0403
  54  76  -73.00   61.00        5.0403
  55  76  -71.00   61.00        2.2734
  56  76  -69.00   61.00        2.2734
  57  76  -67.00   61.00        1.4861
  58  76  -65.00   61.00        1.4404
  59  76  -63.00   61.00        1.3703
  60  76  -61.00   61.00        1.3003
  61  76  -59.00   61.00        1.2531
  62  76  -57.00   61.00        1.1114
  63  76  -55.00   61.00        1.1114
  64  76  -53.00   61.00        0.9702
  65  76  -51.00   61.00        0.9702
  66  76  -49.00   61.00        1.6050
  67  76  -47.00   61.00        1.8612
  68  76  -45.00   61.00        1.8670
  69  76  -43.00   61.00        1.8729
  70  76  -41.00   61.00        1.8729
  71  76  -39.00   61.00     9999.0000
  72  76  -37.00   61.00     9999.0000
  73  76  -35.00   61.00     9999.0000
  74  76  -33.00   61.00     9999.0000
  75  76  -31.00   61.00        0.1573
  76  76  -29.00   61.00        0.1573
  77  76  -27.00   61.00        0.1341
  78  76  -25.00   61.00        0.1109
  79  76  -23.00   61.00        0.1815
  80  76  -21.00   61.00        0.3934
  81  76  -19.00   61.00        0.3934
  82  76  -17.00   61.00        0.3117
  83  76  -15.00   61.00        0.3117
  84  76  -13.00   61.00        0.3334
  85  76  -11.00   61.00        0.3407
  86  76   -9.00   61.00        0.4057
  87  76   -7.00   61.00        0.4707
  88  76   -5.00   61.00        0.6606
  89  76   -3.00   61.00        1.2302
  90  76   -1.00   61.00        1.2302
  91  76    1.00   61.00        0.9323
  92  76    3.00   61.00        0.9323
  93  76    5.00   61.00        1.7481
  94  76    7.00   61.00        2.0200
  95  76    9.00   61.00        2.0498
  96  76   11.00   61.00        2.0796
  97  76   13.00   61.00        1.8973
  98  76   15.00   61.00        1.3506
  99  76   17.00   61.00        1.3506
 100  76   19.00   61.00        1.1302
 101  76   21.00   61.00        1.1302
 102  76   23.00   61.00        1.5044
 103  76   25.00   61.00        1.6291
 104  76   27.00   61.00        1.8798
 105  76   29.00   61.00        2.1306
 106  76   31.00   61.00        2.1740
 107  76   33.00   61.00        2.3044
 108  76   35.00   61.00        2.3044
 109  76   37.00   61.00        2.9483
 110  76   39.00   61.00        2.9483
 111  76   41.00   61.00        3.2739
 112  76   43.00   61.00        3.3824
 113  76   45.00   61.00        3.3848
 114  76   47.00   61.00        3.3873
 115  76   49.00   61.00        3.2068
 116  76   51.00   61.00        2.6654
 117  76   53.00   61.00        2.6654
 118  76   55.00   61.00        2.5990
 119  76   57.00   61.00        2.5990
 120  76   59.00   61.00        2.6994
 121  76   61.00   61.00        2.7328
 122  76   63.00   61.00        2.7589
 123  76   65.00   61.00        2.7851
 124  76   67.00   61.00        2.7730
 125  76   69.00   61.00        2.7367
 126  76   71.00   61.00        2.7367
 127  76   73.00   61.00        2.5760
 128  76   75.00   61.00        2.5760
 129  76   77.00   61.00        2.8604
 130  76   79.00   61.00        2.9552
 131  76   81.00   61.00        3.2095
 132  76   83.00   61.00        3.4638
 133  76   85.00   61.00        3.6845
 134  76   87.00   61.00        4.3466
 135  76   89.00   61.00        4.3466
 136  76   91.00   61.00        3.9432
 137  76   93.00   61.00        3.9432
 138  76   95.00   61.00        2.7775
 139  76   97.00   61.00        2.3890
 140  76   99.00   61.00        4.3826
 141  76  101.00   61.00        6.3761
 142  76  103.00   61.00        6.1336
 143  76  105.00   61.00        5.4062
 144  76  107.00   61.00        5.4062
 145  76  109.00   61.00        5.2691
 146  76  111.00   61.00        5.2691
 147  76  113.00   61.00        5.4845
 148  76  115.00   61.00        5.5563
 149  76  117.00   61.00        5.6800
 150  76  119.00   61.00        5.8037
 151  76  121.00   61.00        5.9514
 152  76  123.00   61.00        6.3944
 153  76  125.00   61.00        6.3944
 154  76  127.00   61.00        7.3204
 155  76  129.00   61.00        7.3204
 156  76  131.00   61.00        7.6321
 157  76  133.00   61.00        7.7360
 158  76  135.00   61.00        7.6243
 159  76  137.00   61.00        7.5125
 160  76  139.00   61.00        6.9767
 161  76  141.00   61.00        5.3692
 162  76  143.00   61.00        5.3692
 163  76  145.00   61.00        5.4395
 164  76  147.00   61.00        5.4395
 165  76  149.00   61.00        5.2475
 166  76  151.00   61.00        5.1835
 167  76  153.00   61.00        5.6096
 168  76  155.00   61.00        6.0357
 169  76  157.00   61.00        5.4167
 170  76  159.00   61.00        3.1682
 171  76  161.00   61.00        3.1682
 172  76  163.00   61.00        3.4402
 173  76  165.00   61.00        3.4402
 174  76  167.00   61.00        2.9422
 175  76  169.00   61.00        2.7762
 176  76  171.00   61.00        2.1059
 177  76  173.00   61.00        1.4357
 178  76  175.00   61.00        1.2075
 179  76  177.00   61.00        0.5230
 180  76  179.00   61.00        0.5230
   1  77 -179.00   63.00        0.1451
   2  77 -177.00   63.00        0.1451
   3  77 -175.00   63.00        0.1451
   4  77 -173.00   63.00     9999.0000
   5  77 -171.00   63.00       -5.7872
   6  77 -169.00   63.00       -5.7872
   7  77 -167.00   63.00       -5.8403
   8  77 -165.00   63.00       -5.9997
   9  77 -163.00   63.00       -5.9997
  10  77 -161.00   63.00       -6.3808
  11  77 -159.00   63.00       -6.3808
  12  77 -157.00   63.00       -6.1048
  13  77 -155.00   63.00       -6.0127
  14  77 -153.00   63.00       -4.9608
  15  77 -151.00   63.00       -3.9089
  16  77 -149.00   63.00       -3.8207
  17  77 -147.00   63.00       -3.5563
  18  77 -145.00   63.00       -3.5563
  19  77 -143.00   63.00       -3.0413
  20  77 -141.00   63.00       -3.0413
  21  77 -139.00   63.00       -2.1475
  22  77 -137.00   63.00       -1.8496
  23  77 -135.00   63.00       -1.8496
  24  77 -133.00   63.00     9999.0000
  25  77 -131.00   63.00     9999.0000
  26  77 -129.00   63.00     9999.0000
  27  77 -127.00   63.00     9999.0000
  28  77 -125.00   63.00        0.8533
  29  77 -123.00   63.00        0.8533
  30  77 -121.00   63.00        1.9179
  31  77 -119.00   63.00        2.2727
  32  77 -117.00   63.00        2.8393
  33  77 -115.00   63.00        3.4059
  34  77 -113.00   63.00        3.4059
  35  77 -111.00   63.00     9999.0000
  36  77 -109.00   63.00     9999.0000
  37  77 -107.00   63.00     9999.0000
  38  77 -105.00   63.00     9999.0000
  39  77 -103.00   63.00     9999.0000
  40  77 -101.00   63.00     9999.0000
  41  77  -99.00   63.00        6.8866
  42  77  -97.00   63.00        6.8866
  43  77  -95.00   63.00        6.8534
  44  77  -93.00   63.00        6.7538
  45  77  -91.00   63.00        6.7538
  46  77  -89.00   63.00     9999.0000
  47  77  -87.00   63.00     9999.0000
  48  77  -85.00   63.00        4.8290
  49  77  -83.00   63.00        4.8290
  50  77  -81.00   63.00        4.9347
  51  77  -79.00   63.00        5.0403
  52  77  -77.00   63.00        5.0403
  53  77  -75.00   63.00        5.0403
  54  77  -73.00   63.00        5.0403
  55  77  -71.00   63.00        2.2734
  56  77  -69.00   63.00        2.2734
  57  77  -67.00   63.00        2.3500
  58  77  -65.00   63.00        2.3756
  59  77  -63.00   63.00        2.3349
  60  77  -61.00   63.00        2.2943
  61  77  -59.00   63.00        1.9530
  62  77  -57.00   63.00        0.9290
  63  77  -55.00   63.00        0.9290
  64  77  -53.00   63.00        0.8575
  65  77  -51.00   63.00        0.8575
  66  77  -49.00   63.00        0.8575
  67  77  -47.00   63.00     9999.0000
  68  77  -45.00   63.00     9999.0000
  69  77  -43.00   63.00     9999.0000
  70  77  -41.00   63.00     9999.0000
  71  77  -39.00   63.00     9999.0000
  72  77  -37.00   63.00     9999.0000
  73  77  -35.00   63.00     9999.0000
  74  77  -33.00   63.00     9999.0000
  75  77  -31.00   63.00       -0.0963
  76  77  -29.00   63.00       -0.0963
  77  77  -27.00   63.00       -0.1624
  78  77  -25.00   63.00       -0.2284
  79  77  -23.00   63.00        0.0793
  80  77  -21.00   63.00        1.0025
  81  77  -19.00   63.00        1.0025
  82  77  -17.00   63.00        0.1312
  83  77  -15.00   63.00        0.1312
  84  77  -13.00   63.00        0.2060
  85  77  -11.00   63.00        0.2309
  86  77   -9.00   63.00        0.3028
  87  77   -7.00   63.00        0.3746
  88  77   -5.00   63.00        0.4270
  89  77   -3.00   63.00        0.5843
  90  77   -1.00   63.00        0.5843
  91  77    1.00   63.00        0.8413
  92  77    3.00   63.00        0.8413
  93  77    5.00   63.00        1.3027
  94  77    7.00   63.00        1.4566
  95  77    9.00   63.00        1.5135
  96  77   11.00   63.00        1.5705
  97  77   13.00   63.00        1.4196
  98  77   15.00   63.00        0.9669
  99  77   17.00   63.00        0.9669
 100  77   19.00   63.00        0.4620
 101  77   21.00   63.00        0.4620
 102  77   23.00   63.00        0.8833
 103  77   25.00   63.00        1.0237
 104  77   27.00   63.00        1.3218
 105  77   29.00   63.00        1.6199
 106  77   31.00   63.00        1.6726
 107  77   33.00   63.00        1.8308
 108  77   35.00   63.00        1.8308
 109  77   37.00   63.00        2.3564
 110  77   39.00   63.00        2.3564
 111  77   41.00   63.00        2.5845
 112  77   43.00   63.00        2.6606
 113  77   45.00   63.00        2.5244
 114  77   47.00   63.00        2.3883
 115  77   49.00   63.00        2.3155
 116  77   51.00   63.00        2.0971
 117  77   53.00   63.00        2.0971
 118  77   55.00   63.00        1.9618
 119  77   57.00   63.00        1.9618
 120  77   59.00   63.00        1.8722
 121  77   61.00   63.00        1.8423
 122  77   63.00   63.00        1.9992
 123  77   65.00   63.00        2.1561
 124  77   67.00   63.00        2.2137
 125  77   69.00   63.00        2.3868
 126  77   71.00   63.00        2.3868
 127  77   73.00   63.00        2.6454
 128  77   75.00   63.00        2.6454
 129  77   77.00   63.00        2.8440
 130  77   79.00   63.00        2.9102
 131  77   81.00   63.00        2.9920
 132  77   83.00   63.00        3.0739
 133  77   85.00   63.00        3.2558
 134  77   87.00   63.00        3.8017
 135  77   89.00   63.00        3.8017
 136  77   91.00   63.00        3.6132
 137  77   93.00   63.00        3.6132
 138  77   95.00   63.00        2.4709
 139  77   97.00   63.00        2.0902
 140  77   99.00   63.00        3.1053
 141  77  101.00   63.00        4.1204
 142  77  103.00   63.00        4.2607
 143  77  105.00   63.00        4.6819
 144  77  107.00   63.00        4.6819
 145  77  109.00   63.00        4.7022
 146  77  111.00   63.00        4.7022
 147  77  113.00   63.00        5.0437
 148  77  115.00   63.00        5.1576
 149  77  117.00   63.00        5.0271
 150  77  119.00   63.00        4.8967
 151  77  121.00   63.00        4.9019
 152  77  123.00   63.00        4.9174
 153  77  125.00   63.00        4.9174
 154  77  127.00   63.00        5.7617
 155  77  129.00   63.00        5.7617
 156  77  131.00   63.00        6.8502
 157  77  133.00   63.00        7.2130
 158  77  135.00   63.00        8.4103
 159  77  137.00   63.00        9.6077
 160  77  139.00   63.00        9.1350
 161  77  141.00   63.00        7.7169
 162  77  143.00   63.00        7.7169
 163  77  145.00   63.00        7.4939
 164  77  147.00   63.00        7.4939
 165  77  149.00   63.00        7.6370
 166  77  151.00   63.00        7.6847
 167  77  153.00   63.00        7.5882
 168  77  155.00   63.00        7.4917
 169  77  157.00   63.00        7.4917
 170  77  159.00   63.00     9999.0000
 171  77  161.00   63.00     9999.0000
 172  77  163.00   63.00        3.6002
 173  77  165.00   63.00        3.6002
 174  77  167.00   63.00        3.0153
 175  77  169.00   63.00        2.8204
 176  77  171.00   63.00        1.6435
 177  77  173.00   63.00        0.4667
 178  77  175.00   63.00        0.1128
 179  77  177.00   63.00       -0.9490
 180  77  179.00   63.00       -0.9490
   1  78 -179.00   65.00       -2.8081
   2  78 -177.00   65.00       -2.8081
   3  78 -175.00   65.00       -3.1857
   4  78 -173.00   65.00       -3.3340
   5  78 -171.00   65.00       -4.9153
   6  78 -169.00   65.00       -6.2575
   7  78 -167.00   65.00       -6.2656
   8  78 -165.00   65.00       -6.2897
   9  78 -163.00   65.00       -6.2897
  10  78 -161.00   65.00       -5.1696
  11  78 -159.00   65.00       -5.1696
  12  78 -157.00   65.00       -5.1279
  13  78 -155.00   65.00       -5.1140
