_______June_2021_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  99  63   17.00   35.00        1.5830
 100  63   19.00   35.00        1.3030
 101  63   21.00   35.00        1.2248
 102  63   23.00   35.00        1.1466
 103  63   25.00   35.00        1.0163
 104  63   27.00   35.00        0.9255
 105  63   29.00   35.00        0.8347
 106  63   31.00   35.00        0.9577
 107  63   33.00   35.00        1.0802
 108  63   35.00   35.00        1.2027
 109  63   37.00   35.00        1.5875
 110  63   39.00   35.00        1.8393
 111  63   41.00   35.00        2.0910
 112  63   43.00   35.00        2.6168
 113  63   45.00   35.00        2.8624
 114  63   47.00   35.00        3.1081
 115  63   49.00   35.00        3.4730
 116  63   51.00   35.00        3.5174
 117  63   53.00   35.00        3.5617
 118  63   55.00   35.00        3.4199
 119  63   57.00   35.00        3.2650
 120  63   59.00   35.00        3.1101
 121  63   61.00   35.00        2.7087
 122  63   63.00   35.00        2.5035
 123  63   65.00   35.00        2.2982
 124  63   67.00   35.00        1.9265
 125  63   69.00   35.00        1.7457
 126  63   71.00   35.00        1.5650
 127  63   73.00   35.00        1.2140
 128  63   75.00   35.00        1.0512
 129  63   77.00   35.00        0.8884
 130  63   79.00   35.00        0.5637
 131  63   81.00   35.00        0.5221
 132  63   83.00   35.00        0.4806
 133  63   85.00   35.00        0.8538
 134  63   87.00   35.00        1.1033
 135  63   89.00   35.00        1.3529
 136  63   91.00   35.00        1.7718
 137  63   93.00   35.00        1.8951
 138  63   95.00   35.00        2.0183
 139  63   97.00   35.00        2.0948
 140  63   99.00   35.00        2.0792
 141  63  101.00   35.00        2.0635
 142  63  103.00   35.00        1.9633
 143  63  105.00   35.00        1.9079
 144  63  107.00   35.00        1.8525
 145  63  109.00   35.00        1.7682
 146  63  111.00   35.00        1.7424
 147  63  113.00   35.00        1.7167
 148  63  115.00   35.00        1.6962
 149  63  117.00   35.00        1.6791
 150  63  119.00   35.00        1.6620
 151  63  121.00   35.00        1.1506
 152  63  123.00   35.00        1.2216
 153  63  125.00   35.00        1.2925
 154  63  127.00   35.00        1.3317
 155  63  129.00   35.00        1.3119
 156  63  131.00   35.00        1.2921
 157  63  133.00   35.00        1.2837
 158  63  135.00   35.00        1.2878
 159  63  137.00   35.00        1.2919
 160  63  139.00   35.00        1.3092
 161  63  141.00   35.00        1.3388
 162  63  143.00   35.00        1.3684
 163  63  145.00   35.00        1.2618
 164  63  147.00   35.00        1.1337
 165  63  149.00   35.00        1.0057
 166  63  151.00   35.00        0.7677
 167  63  153.00   35.00        0.7070
 168  63  155.00   35.00        0.6464
 169  63  157.00   35.00        0.7282
 170  63  159.00   35.00        0.7544
 171  63  161.00   35.00        0.7807
 172  63  163.00   35.00        0.7070
 173  63  165.00   35.00        0.6899
 174  63  167.00   35.00        0.6728
 175  63  169.00   35.00        0.6013
 176  63  171.00   35.00        0.5973
 177  63  173.00   35.00        0.5933
 178  63  175.00   35.00        0.7137
 179  63  177.00   35.00        0.7811
 180  63  179.00   35.00        0.8486
   1  64 -179.00   37.00        1.0459
   2  64 -177.00   37.00        1.1276
   3  64 -175.00   37.00        1.2093
   4  64 -173.00   37.00        1.3125
   5  64 -171.00   37.00        1.3811
   6  64 -169.00   37.00        1.4496
   7  64 -167.00   37.00        1.5606
   8  64 -165.00   37.00        1.5755
   9  64 -163.00   37.00        1.5903
  10  64 -161.00   37.00        1.5260
  11  64 -159.00   37.00        1.5128
  12  64 -157.00   37.00        1.4997
  13  64 -155.00   37.00        1.5267
  14  64 -153.00   37.00        1.5257
  15  64 -151.00   37.00        1.5247
  16  64 -149.00   37.00        1.4960
  17  64 -147.00   37.00        1.4723
  18  64 -145.00   37.00        1.4485
  19  64 -143.00   37.00        1.4524
  20  64 -141.00   37.00        1.5157
  21  64 -139.00   37.00        1.5790
  22  64 -137.00   37.00        1.6012
  23  64 -135.00   37.00        1.5285
  24  64 -133.00   37.00        1.4558
  25  64 -131.00   37.00        1.2180
  26  64 -129.00   37.00        0.9993
  27  64 -127.00   37.00        0.7805
  28  64 -125.00   37.00        1.0877
  29  64 -123.00   37.00        2.4649
  30  64 -121.00   37.00        3.8422
  31  64 -119.00   37.00        3.9180
  32  64 -117.00   37.00        3.9008
  33  64 -115.00   37.00        3.8836
  34  64 -113.00   37.00        3.7298
  35  64 -111.00   37.00        3.5695
  36  64 -109.00   37.00        3.4093
  37  64 -107.00   37.00        2.9066
  38  64 -105.00   37.00        2.6153
  39  64 -103.00   37.00        2.3240
  40  64 -101.00   37.00        1.7887
  41  64  -99.00   37.00        1.6031
  42  64  -97.00   37.00        1.4175
  43  64  -95.00   37.00        1.2472
  44  64  -93.00   37.00        1.2146
  45  64  -91.00   37.00        1.1820
  46  64  -89.00   37.00        1.1629
  47  64  -87.00   37.00        1.1533
  48  64  -85.00   37.00        1.1437
  49  64  -83.00   37.00        1.1304
  50  64  -81.00   37.00        1.1510
  51  64  -79.00   37.00        1.1716
  52  64  -77.00   37.00        1.2741
  53  64  -75.00   37.00        1.5064
  54  64  -73.00   37.00        1.7387
  55  64  -71.00   37.00        1.5099
  56  64  -69.00   37.00        1.3973
  57  64  -67.00   37.00        1.2846
  58  64  -65.00   37.00        1.3636
  59  64  -63.00   37.00        1.5053
  60  64  -61.00   37.00        1.6470
  61  64  -59.00   37.00        1.8939
  62  64  -57.00   37.00        1.9280
  63  64  -55.00   37.00        1.9620
  64  64  -53.00   37.00        1.8667
  65  64  -51.00   37.00        1.8009
  66  64  -49.00   37.00        1.7350
  67  64  -47.00   37.00        1.6053
  68  64  -45.00   37.00        1.5242
  69  64  -43.00   37.00        1.4431
  70  64  -41.00   37.00        1.3486
  71  64  -39.00   37.00        1.3041
  72  64  -37.00   37.00        1.2596
  73  64  -35.00   37.00        1.2304
  74  64  -33.00   37.00        1.3013
  75  64  -31.00   37.00        1.3721
  76  64  -29.00   37.00        1.4261
  77  64  -27.00   37.00        1.4818
  78  64  -25.00   37.00        1.5374
  79  64  -23.00   37.00        1.2417
  80  64  -21.00   37.00        1.1815
  81  64  -19.00   37.00        1.1212
  82  64  -17.00   37.00        1.0211
  83  64  -15.00   37.00        0.9469
  84  64  -13.00   37.00        0.8728
  85  64  -11.00   37.00        0.7680
  86  64   -9.00   37.00        1.2441
  87  64   -7.00   37.00        1.7202
  88  64   -5.00   37.00        1.9786
  89  64   -3.00   37.00        2.1195
  90  64   -1.00   37.00        2.2604
  91  64    1.00   37.00        2.5492
  92  64    3.00   37.00        2.6210
  93  64    5.00   37.00        2.6928
  94  64    7.00   37.00        2.9250
  95  64    9.00   37.00        3.0747
  96  64   11.00   37.00        3.2244
  97  64   13.00   37.00        2.1549
  98  64   15.00   37.00        2.0106
  99  64   17.00   37.00        1.8662
 100  64   19.00   37.00        1.2938
 101  64   21.00   37.00        1.4312
 102  64   23.00   37.00        1.5686
 103  64   25.00   37.00        1.1515
 104  64   27.00   37.00        1.0401
 105  64   29.00   37.00        0.9288
 106  64   31.00   37.00        0.9805
 107  64   33.00   37.00        1.1086
 108  64   35.00   37.00        1.2366
 109  64   37.00   37.00        1.6156
 110  64   39.00   37.00        1.8511
 111  64   41.00   37.00        2.0865
 112  64   43.00   37.00        2.6003
 113  64   45.00   37.00        2.8453
 114  64   47.00   37.00        3.0903
 115  64   49.00   37.00        3.4654
 116  64   51.00   37.00        3.5449
 117  64   53.00   37.00        3.6243
 118  64   55.00   37.00        3.5358
 119  64   57.00   37.00        3.3859
 120  64   59.00   37.00        3.2360
 121  64   61.00   37.00        2.8738
 122  64   63.00   37.00        2.7002
 123  64   65.00   37.00        2.5266
 124  64   67.00   37.00        2.2220
 125  64   69.00   37.00        2.0651
 126  64   71.00   37.00        1.9081
 127  64   73.00   37.00        1.5886
 128  64   75.00   37.00        1.4564
 129  64   77.00   37.00        1.3242
 130  64   79.00   37.00        1.0641
 131  64   81.00   37.00        0.9615
 132  64   83.00   37.00        0.8589
 133  64   85.00   37.00        1.0163
 134  64   87.00   37.00        1.1326
 135  64   89.00   37.00        1.2489
 136  64   91.00   37.00        1.5067
 137  64   93.00   37.00        1.6261
 138  64   95.00   37.00        1.7455
 139  64   97.00   37.00        1.8670
 140  64   99.00   37.00        1.8763
 141  64  101.00   37.00        1.8857
 142  64  103.00   37.00        1.8140
 143  64  105.00   37.00        1.7707
 144  64  107.00   37.00        1.7275
 145  64  109.00   37.00        1.6532
 146  64  111.00   37.00        1.6225
 147  64  113.00   37.00        1.5919
 148  64  115.00   37.00        1.5582
 149  64  117.00   37.00        1.5424
 150  64  119.00   37.00        1.5266
 151  64  121.00   37.00        1.4652
 152  64  123.00   37.00        1.3398
 153  64  125.00   37.00        1.2143
 154  64  127.00   37.00        1.3251
 155  64  129.00   37.00        1.4041
 156  64  131.00   37.00        1.4831
 157  64  133.00   37.00        1.4712
 158  64  135.00   37.00        1.4645
 159  64  137.00   37.00        1.4578
 160  64  139.00   37.00        1.3849
 161  64  141.00   37.00        1.4951
 162  64  143.00   37.00        1.6052
 163  64  145.00   37.00        1.6638
 164  64  147.00   37.00        1.5781
 165  64  149.00   37.00        1.4924
 166  64  151.00   37.00        1.1902
 167  64  153.00   37.00        1.0882
 168  64  155.00   37.00        0.9861
 169  64  157.00   37.00        1.0640
 170  64  159.00   37.00        1.0887
 171  64  161.00   37.00        1.1134
 172  64  163.00   37.00        1.0072
 173  64  165.00   37.00        0.9562
 174  64  167.00   37.00        0.9053
 175  64  169.00   37.00        0.8068
 176  64  171.00   37.00        0.8122
 177  64  173.00   37.00        0.8176
 178  64  175.00   37.00        0.9186
 179  64  177.00   37.00        0.9424
 180  64  179.00   37.00        0.9663
   1  65 -179.00   39.00        1.1786
   2  65 -177.00   39.00        1.2610
   3  65 -175.00   39.00        1.3435
   4  65 -173.00   39.00        1.3536
   5  65 -171.00   39.00        1.3439
   6  65 -169.00   39.00        1.3343
   7  65 -167.00   39.00        1.4024
   8  65 -165.00   39.00        1.4561
   9  65 -163.00   39.00        1.5098
  10  65 -161.00   39.00        1.5724
  11  65 -159.00   39.00        1.6122
  12  65 -157.00   39.00        1.6519
  13  65 -155.00   39.00        1.6634
  14  65 -153.00   39.00        1.6444
  15  65 -151.00   39.00        1.6255
  16  65 -149.00   39.00        1.5823
  17  65 -147.00   39.00        1.5555
  18  65 -145.00   39.00        1.5288
  19  65 -143.00   39.00        1.5286
  20  65 -141.00   39.00        1.6064
  21  65 -139.00   39.00        1.6842
  22  65 -137.00   39.00        1.7590
  23  65 -135.00   39.00        1.7093
  24  65 -133.00   39.00        1.6597
  25  65 -131.00   39.00        1.4324
  26  65 -129.00   39.00        1.1774
  27  65 -127.00   39.00        0.9224
  28  65 -125.00   39.00        3.8560
  29  65 -123.00   39.00        3.9096
  30  65 -121.00   39.00        3.9631
  31  65 -119.00   39.00        4.0246
  32  65 -117.00   39.00        4.0080
  33  65 -115.00   39.00        3.9914
  34  65 -113.00   39.00        3.8675
  35  65 -111.00   39.00        3.7302
  36  65 -109.00   39.00        3.5929
  37  65 -107.00   39.00        3.1506
  38  65 -105.00   39.00        2.8944
  39  65 -103.00   39.00        2.6382
  40  65 -101.00   39.00        2.1471
  41  65  -99.00   39.00        1.9605
  42  65  -97.00   39.00        1.7740
  43  65  -95.00   39.00        1.5900
  44  65  -93.00   39.00        1.5429
  45  65  -91.00   39.00        1.4958
  46  65  -89.00   39.00        1.4518
  47  65  -87.00   39.00        1.4311
  48  65  -85.00   39.00        1.4104
  49  65  -83.00   39.00        1.3829
  50  65  -81.00   39.00        1.3900
  51  65  -79.00   39.00        1.3970
  52  65  -77.00   39.00        1.4726
  53  65  -75.00   39.00        1.8989
  54  65  -73.00   39.00        2.3253
  55  65  -71.00   39.00        2.1949
  56  65  -69.00   39.00        2.1224
  57  65  -67.00   39.00        2.0500
  58  65  -65.00   39.00        1.9403
  59  65  -63.00   39.00        1.8886
  60  65  -61.00   39.00        1.8369
  61  65  -59.00   39.00        1.7836
  62  65  -57.00   39.00        1.6569
  63  65  -55.00   39.00        1.5301
  64  65  -53.00   39.00        1.1742
  65  65  -51.00   39.00        1.0477
  66  65  -49.00   39.00        0.9211
  67  65  -47.00   39.00        0.9293
  68  65  -45.00   39.00        0.9933
  69  65  -43.00   39.00        1.0572
  70  65  -41.00   39.00        1.1305
  71  65  -39.00   39.00        1.1160
  72  65  -37.00   39.00        1.1015
  73  65  -35.00   39.00        1.0634
  74  65  -33.00   39.00        1.2992
  75  65  -31.00   39.00        1.5349
  76  65  -29.00   39.00        1.5362
  77  65  -27.00   39.00        1.3771
  78  65  -25.00   39.00        1.2179
  79  65  -23.00   39.00        1.1740
  80  65  -21.00   39.00        1.1331
  81  65  -19.00   39.00        1.0922
  82  65  -17.00   39.00        1.0489
  83  65  -15.00   39.00        1.0138
  84  65  -13.00   39.00        0.9787
  85  65  -11.00   39.00        0.9253
  86  65   -9.00   39.00        1.3068
  87  65   -7.00   39.00        1.6884
  88  65   -5.00   39.00        1.9236
  89  65   -3.00   39.00        2.0558
  90  65   -1.00   39.00        2.1880
  91  65    1.00   39.00        2.4602
  92  65    3.00   39.00        2.2123
  93  65    5.00   39.00        1.9644
  94  65    7.00   39.00        2.1933
  95  65    9.00   39.00        2.7095
  96  65   11.00   39.00        3.2258
  97  65   13.00   39.00        3.1486
  98  65   15.00   39.00        2.9854
  99  65   17.00   39.00        2.8222
 100  65   19.00   39.00        1.4023
 101  65   21.00   39.00        1.5755
 102  65   23.00   39.00        1.7488
 103  65   25.00   39.00        1.2940
 104  65   27.00   39.00        1.1614
 105  65   29.00   39.00        1.0289
 106  65   31.00   39.00        1.0185
 107  65   33.00   39.00        1.1323
 108  65   35.00   39.00        1.2461
 109  65   37.00   39.00        1.6088
 110  65   39.00   39.00        1.8344
 111  65   41.00   39.00        2.0600
 112  65   43.00   39.00        2.5620
 113  65   45.00   39.00        2.7952
 114  65   47.00   39.00        3.0285
 115  65   49.00   39.00        3.3918
 116  65   51.00   39.00        3.4932
 117  65   53.00   39.00        3.5946
 118  65   55.00   39.00        3.5886
 119  65   57.00   39.00        3.4458
 120  65   59.00   39.00        3.3030
 121  65   61.00   39.00        2.9682
 122  65   63.00   39.00        2.8187
 123  65   65.00   39.00        2.6692
 124  65   67.00   39.00        2.3862
 125  65   69.00   39.00        2.2496
 126  65   71.00   39.00        2.1131
 127  65   73.00   39.00        1.8121
 128  65   75.00   39.00        1.6811
 129  65   77.00   39.00        1.5501
 130  65   79.00   39.00        1.2782
 131  65   81.00   39.00        1.1239
 132  65   83.00   39.00        0.9697
 133  65   85.00   39.00        0.8978
 134  65   87.00   39.00        0.9323
 135  65   89.00   39.00        0.9667
 136  65   91.00   39.00        1.1288
 137  65   93.00   39.00        1.2417
 138  65   95.00   39.00        1.3546
 139  65   97.00   39.00        1.5250
 140  65   99.00   39.00        1.5581
 141  65  101.00   39.00        1.5913
 142  65  103.00   39.00        1.5667
 143  65  105.00   39.00        1.5438
 144  65  107.00   39.00        1.5210
 145  65  109.00   39.00        1.4729
 146  65  111.00   39.00        1.4484
 147  65  113.00   39.00        1.4239
 148  65  115.00   39.00        1.3964
 149  65  117.00   39.00        1.3857
 150  65  119.00   39.00        1.3750
 151  65  121.00   39.00        1.3511
 152  65  123.00   39.00        1.3406
 153  65  125.00   39.00        1.3301
 154  65  127.00   39.00        1.3235
 155  65  129.00   39.00        1.7305
 156  65  131.00   39.00        2.1375
 157  65  133.00   39.00        2.0406
 158  65  135.00   39.00        1.9742
 159  65  137.00   39.00        1.9079
 160  65  139.00   39.00        1.4666
 161  65  141.00   39.00        1.4926
 162  65  143.00   39.00        1.5186
 163  65  145.00   39.00        1.8336
 164  65  147.00   39.00        1.8319
 165  65  149.00   39.00        1.8301
 166  65  151.00   39.00        1.5603
 167  65  153.00   39.00        1.4609
 168  65  155.00   39.00        1.3616
 169  65  157.00   39.00        1.4248
 170  65  159.00   39.00        1.4093
 171  65  161.00   39.00        1.3938
 172  65  163.00   39.00        1.2383
 173  65  165.00   39.00        1.1710
 174  65  167.00   39.00        1.1036
 175  65  169.00   39.00        1.0372
 176  65  171.00   39.00        1.0633
 177  65  173.00   39.00        1.0895
 178  65  175.00   39.00        1.1373
 179  65  177.00   39.00        1.1174
 180  65  179.00   39.00        1.0975
   1  66 -179.00   41.00        1.2800
   2  66 -177.00   41.00        1.3434
   3  66 -175.00   41.00        1.4068
   4  66 -173.00   41.00        1.2996
   5  66 -171.00   41.00        1.1883
   6  66 -169.00   41.00        1.0770
   7  66 -167.00   41.00        1.0187
   8  66 -165.00   41.00        1.0726
   9  66 -163.00   41.00        1.1264
  10  66 -161.00   41.00        1.3227
  11  66 -159.00   41.00        1.4395
  12  66 -157.00   41.00        1.5564
  13  66 -155.00   41.00        1.6207
  14  66 -153.00   41.00        1.6154
  15  66 -151.00   41.00        1.6101
  16  66 -149.00   41.00        1.5819
  17  66 -147.00   41.00        1.5476
  18  66 -145.00   41.00        1.5132
  19  66 -143.00   41.00        1.4947
  20  66 -141.00   41.00        1.5845
  21  66 -139.00   41.00        1.6743
  22  66 -137.00   41.00        1.8085
  23  66 -135.00   41.00        1.7891
  24  66 -133.00   41.00        1.7698
  25  66 -131.00   41.00        1.5815
  26  66 -129.00   41.00        1.3121
  27  66 -127.00   41.00        1.0428
  28  66 -125.00   41.00        3.9616
  29  66 -123.00   41.00        4.0098
  30  66 -121.00   41.00        4.0579
  31  66 -119.00   41.00        4.0991
  32  66 -117.00   41.00        4.0841
  33  66 -115.00   41.00        4.0691
  34  66 -113.00   41.00        3.9707
  35  66 -111.00   41.00        3.8626
  36  66 -109.00   41.00        3.7545
  37  66 -107.00   41.00        3.3737
  38  66 -105.00   41.00        3.1548
  39  66 -103.00   41.00        2.9358
  40  66 -101.00   41.00        2.4919
  41  66  -99.00   41.00        2.3137
  42  66  -97.00   41.00        2.1354
  43  66  -95.00   41.00        1.9421
  44  66  -93.00   41.00        1.8853
  45  66  -91.00   41.00        1.8285
  46  66  -89.00   41.00        1.7519
  47  66  -87.00   41.00        1.7166
  48  66  -85.00   41.00        1.6813
  49  66  -83.00   41.00        1.6390
  50  66  -81.00   41.00        1.6335
  51  66  -79.00   41.00        1.6279
  52  66  -77.00   41.00        1.6709
  53  66  -75.00   41.00        1.7219
  54  66  -73.00   41.00        1.7729
  55  66  -71.00   41.00        1.9298
  56  66  -69.00   41.00        2.3554
  57  66  -67.00   41.00        2.7811
  58  66  -65.00   41.00        2.6692
  59  66  -63.00   41.00        2.4737
  60  66  -61.00   41.00        2.2782
  61  66  -59.00   41.00        1.8975
  62  66  -57.00   41.00        1.5649
  63  66  -55.00   41.00        1.2323
  64  66  -53.00   41.00        0.5104
  65  66  -51.00   41.00        0.2355
  66  66  -49.00   41.00       -0.0394
  67  66  -47.00   41.00        0.0050
  68  66  -45.00   41.00        0.2151
  69  66  -43.00   41.00        0.4253
  70  66  -41.00   41.00        0.7125
  71  66  -39.00   41.00        0.7496
  72  66  -37.00   41.00        0.7868
  73  66  -35.00   41.00        0.7624
  74  66  -33.00   41.00        0.7665
  75  66  -31.00   41.00        0.7706
  76  66  -29.00   41.00        0.8305
  77  66  -27.00   41.00        0.8824
  78  66  -25.00   41.00        0.9343
  79  66  -23.00   41.00        0.9669
  80  66  -21.00   41.00        0.9621
  81  66  -19.00   41.00        0.9573
  82  66  -17.00   41.00        0.9734
  83  66  -15.00   41.00        0.9848
  84  66  -13.00   41.00        0.9963
  85  66  -11.00   41.00        1.0333
  86  66   -9.00   41.00        1.3491
  87  66   -7.00   41.00        1.6650
  88  66   -5.00   41.00        1.8822
  89  66   -3.00   41.00        2.0123
  90  66   -1.00   41.00        2.1423
  91  66    1.00   41.00        2.4587
  92  66    3.00   41.00        2.1945
  93  66    5.00   41.00        1.9304
  94  66    7.00   41.00        3.1213
  95  66    9.00   41.00        3.2046
  96  66   11.00   41.00        3.2879
  97  66   13.00   41.00        3.2444
  98  66   15.00   41.00        3.1113
  99  66   17.00   41.00        2.9781
 100  66   19.00   41.00        2.5088
 101  66   21.00   41.00        2.2416
 102  66   23.00   41.00        1.9744
 103  66   25.00   41.00        1.5044
 104  66   27.00   41.00        1.3440
 105  66   29.00   41.00        1.1835
 106  66   31.00   41.00        1.1121
 107  66   33.00   41.00        1.1943
 108  66   35.00   41.00        1.2765
 109  66   37.00   41.00        1.5811
 110  66   39.00   41.00        1.7861
 111  66   41.00   41.00        1.9911
 112  66   43.00   41.00        2.4893
 113  66   45.00   41.00        2.7150
 114  66   47.00   41.00        2.9407
 115  66   49.00   41.00        3.3164
 116  66   51.00   41.00        3.4426
 117  66   53.00   41.00        3.5688
 118  66   55.00   41.00        3.6167
 119  66   57.00   41.00        3.4988
 120  66   59.00   41.00        3.3808
 121  66   61.00   41.00        3.0498
 122  66   63.00   41.00        2.9026
 123  66   65.00   41.00        2.7554
 124  66   67.00   41.00        2.4733
 125  66   69.00   41.00        2.3320
 126  66   71.00   41.00        2.1908
 127  66   73.00   41.00        1.8816
 128  66   75.00   41.00        1.7314
 129  66   77.00   41.00        1.5811
 130  66   79.00   41.00        1.2587
 131  66   81.00   41.00        1.0752
 132  66   83.00   41.00        0.8916
 133  66   85.00   41.00        0.6661
 134  66   87.00   41.00        0.6339
 135  66   89.00   41.00        0.6017
 136  66   91.00   41.00        0.6872
 137  66   93.00   41.00        0.7753
 138  66   95.00   41.00        0.8635
 139  66   97.00   41.00        1.0594
 140  66   99.00   41.00        1.1216
 141  66  101.00   41.00        1.1837
 142  66  103.00   41.00        1.2344
 143  66  105.00   41.00        1.2314
 144  66  107.00   41.00        1.2284
 145  66  109.00   41.00        1.2182
 146  66  111.00   41.00        1.2182
 147  66  113.00   41.00        1.2182
 148  66  115.00   41.00        1.2262
 149  66  117.00   41.00        1.2259
 150  66  119.00   41.00        1.2255
 151  66  121.00   41.00        1.2267
 152  66  123.00   41.00        1.2520
 153  66  125.00   41.00        1.2773
 154  66  127.00   41.00        1.3272
 155  66  129.00   41.00        1.6781
 156  66  131.00   41.00        2.0290
 157  66  133.00   41.00        2.0288
 158  66  135.00   41.00        1.9875
 159  66  137.00   41.00        1.9462
 160  66  139.00   41.00        1.5439
 161  66  141.00   41.00        1.5712
 162  66  143.00   41.00        1.5985
 163  66  145.00   41.00        1.6724
 164  66  147.00   41.00        1.7588
 165  66  149.00   41.00        1.8451
 166  66  151.00   41.00        1.7125
 167  66  153.00   41.00        1.6658
 168  66  155.00   41.00        1.6191
 169  66  157.00   41.00        1.6874
 170  66  159.00   41.00        1.6316
 171  66  161.00   41.00        1.5758
 172  66  163.00   41.00        1.3984
 173  66  165.00   41.00        1.3339
 174  66  167.00   41.00        1.2694
 175  66  169.00   41.00        1.2440
 176  66  171.00   41.00        1.2653
 177  66  173.00   41.00        1.2866
 178  66  175.00   41.00        1.2655
 179  66  177.00   41.00        1.2268
 180  66  179.00   41.00        1.1882
   1  67 -179.00   43.00        1.1631
   2  67 -177.00   43.00        1.1777
   3  67 -175.00   43.00        1.1922
   4  67 -173.00   43.00        1.0148
   5  67 -171.00   43.00        0.8540
   6  67 -169.00   43.00        0.6932
   7  67 -167.00   43.00        0.5189
   8  67 -165.00   43.00        0.5245
   9  67 -163.00   43.00        0.5301
  10  67 -161.00   43.00        0.7550
  11  67 -159.00   43.00        0.9429
  12  67 -157.00   43.00        1.1308
  13  67 -155.00   43.00        1.3270
  14  67 -153.00   43.00        1.3758
  15  67 -151.00   43.00        1.4247
  16  67 -149.00   43.00        1.4324
  17  67 -147.00   43.00        1.3920
  18  67 -145.00   43.00        1.3515
  19  67 -143.00   43.00        1.3207
  20  67 -141.00   43.00        1.4170
  21  67 -139.00   43.00        1.5132
  22  67 -137.00   43.00        1.6918
  23  67 -135.00   43.00        1.7134
  24  67 -133.00   43.00        1.7350
  25  67 -131.00   43.00        1.6397
  26  67 -129.00   43.00        1.4032
  27  67 -127.00   43.00        1.1667
  28  67 -125.00   43.00        4.0254
  29  67 -123.00   43.00        4.0653
  30  67 -121.00   43.00        4.1053
  31  67 -119.00   43.00        4.1452
  32  67 -117.00   43.00        4.1355
  33  67 -115.00   43.00        4.1259
  34  67 -113.00   43.00        4.0485
  35  67 -111.00   43.00        3.9676
  36  67 -109.00   43.00        3.8868
  37  67 -107.00   43.00        3.5791
  38  67 -105.00   43.00        3.3986
  39  67 -103.00   43.00        3.2182
  40  67 -101.00   43.00        2.8361
  41  67  -99.00   43.00        2.6705
  42  67  -97.00   43.00        2.5050
  43  67  -95.00   43.00        2.3108
  44  67  -93.00   43.00        2.2532
  45  67  -91.00   43.00        2.1956
  46  67  -89.00   43.00        2.0846
  47  67  -87.00   43.00        2.0334
  48  67  -85.00   43.00        1.9823
  49  67  -83.00   43.00        1.9139
  50  67  -81.00   43.00        1.8954
  51  67  -79.00   43.00        1.8769
  52  67  -77.00   43.00        1.8880
  53  67  -75.00   43.00        1.9257
  54  67  -73.00   43.00        1.9634
  55  67  -71.00   43.00        2.0919
  56  67  -69.00   43.00        2.5530
  57  67  -67.00   43.00        3.0142
  58  67  -65.00   43.00        2.3370
  59  67  -63.00   43.00        2.5382
  60  67  -61.00   43.00        2.7393
  61  67  -59.00   43.00        2.2287
  62  67  -57.00   43.00        1.7688
  63  67  -55.00   43.00        1.3089
  64  67  -53.00   43.00        0.3778
  65  67  -51.00   43.00       -0.0564
  66  67  -49.00   43.00       -0.4907
  67  67  -47.00   43.00       -0.6689
  68  67  -45.00   43.00       -0.4665
  69  67  -43.00   43.00       -0.2642
  70  67  -41.00   43.00        1.4408
  71  67  -39.00   43.00        0.8743
  72  67  -37.00   43.00        0.3077
  73  67  -35.00   43.00        0.3403
  74  67  -33.00   43.00        0.3498
  75  67  -31.00   43.00        0.3593
  76  67  -29.00   43.00        0.3947
  77  67  -27.00   43.00        0.4457
  78  67  -25.00   43.00        0.4967
  79  67  -23.00   43.00        0.5888
  80  67  -21.00   43.00        0.6352
  81  67  -19.00   43.00        0.6817
  82  67  -17.00   43.00        0.7682
  83  67  -15.00   43.00        0.8310
  84  67  -13.00   43.00        0.8939
  85  67  -11.00   43.00        1.0215
  86  67   -9.00   43.00        1.3259
  87  67   -7.00   43.00        1.6303
  88  67   -5.00   43.00        1.8638
  89  67   -3.00   43.00        2.0297
  90  67   -1.00   43.00        2.1957
  91  67    1.00   43.00        2.5803
  92  67    3.00   43.00        2.7569
  93  67    5.00   43.00        2.9335
  94  67    7.00   43.00        3.2642
  95  67    9.00   43.00        3.3423
  96  67   11.00   43.00        3.4205
  97  67   13.00   43.00        3.4050
  98  67   15.00   43.00        3.3035
  99  67   17.00   43.00        3.2020
 100  67   19.00   43.00        2.8205
 101  67   21.00   43.00        2.5558
 102  67   23.00   43.00        2.2912
 103  67   25.00   43.00        1.7754
 104  67   27.00   43.00        1.5998
 105  67   29.00   43.00        1.4241
 106  67   31.00   43.00        0.0036
 107  67   33.00   43.00       -0.0025
 108  67   35.00   43.00       -0.0087
 109  67   37.00   43.00        0.1194
 110  67   39.00   43.00        1.0283
 111  67   41.00   43.00        1.9373
 112  67   43.00   43.00        2.3703
 113  67   45.00   43.00        2.6032
 114  67   47.00   43.00        2.8360
 115  67   49.00   43.00        3.2646
 116  67   51.00   43.00        3.4144
 117  67   53.00   43.00        3.5642
 118  67   55.00   43.00        3.6610
 119  67   57.00   43.00        3.5780
 120  67   59.00   43.00        3.4951
 121  67   61.00   43.00        3.1439
 122  67   63.00   43.00        2.9518
 123  67   65.00   43.00        2.7597
 124  67   67.00   43.00        2.4189
 125  67   69.00   43.00        2.2506
 126  67   71.00   43.00        2.0824
 127  67   73.00   43.00        1.7306
 128  67   75.00   43.00        1.5545
 129  67   77.00   43.00        1.3784
 130  67   79.00   43.00        1.0053
 131  67   81.00   43.00        0.8153
 132  67   83.00   43.00        0.6253
